ts,value
2025-12-14 00:00:00.000000000,
2025-12-14 00:02:00.165507649,
2025-12-14 00:04:00.331015299,
2025-12-14 00:06:00.496522948,
2025-12-14 00:08:00.662030598,
2025-12-14 00:10:00.827538247,
2025-12-14 00:12:00.993045897,
2025-12-14 00:14:01.158553546,
2025-12-14 00:16:01.324061196,
2025-12-14 00:18:01.489568845,
2025-12-14 00:20:01.655076495,
2025-12-14 00:22:01.820584144,
2025-12-14 00:24:01.986091794,
2025-12-14 00:26:02.151599443,
2025-12-14 00:28:02.317107093,
2025-12-14 00:30:02.482614742,
2025-12-14 00:32:02.648122392,
2025-12-14 00:34:02.813630041,
2025-12-14 00:36:02.979137691,
2025-12-14 00:38:03.144645340,
2025-12-14 00:40:03.310152990,
2025-12-14 00:42:03.475660639,
2025-12-14 00:44:03.641168289,
2025-12-14 00:46:03.806675938,
2025-12-14 00:48:03.972183588,
2025-12-14 00:50:04.137691237,
2025-12-14 00:52:04.303198887,
2025-12-14 00:54:04.468706536,
2025-12-14 00:56:04.634214186,
2025-12-14 00:58:04.799721835,
2025-12-14 01:00:04.965229485,
2025-12-14 01:02:05.130737134,
2025-12-14 01:04:05.296244784,
2025-12-14 01:06:05.461752433,
2025-12-14 01:08:05.627260083,
2025-12-14 01:10:05.792767732,
2025-12-14 01:12:05.958275382,
2025-12-14 01:14:06.123783031,
2025-12-14 01:16:06.289290681,
2025-12-14 01:18:06.454798331,
2025-12-14 01:20:06.620305980,
2025-12-14 01:22:06.785813630,
2025-12-14 01:24:06.951321279,
2025-12-14 01:26:07.116828929,
2025-12-14 01:28:07.282336578,
2025-12-14 01:30:07.447844228,
2025-12-14 01:32:07.613351877,
2025-12-14 01:34:07.778859527,
2025-12-14 01:36:07.944367176,
2025-12-14 01:38:08.109874826,
2025-12-14 01:40:08.275382475,
2025-12-14 01:42:08.440890125,
2025-12-14 01:44:08.606397774,
2025-12-14 01:46:08.771905424,
2025-12-14 01:48:08.937413073,
2025-12-14 01:50:09.102920723,
2025-12-14 01:52:09.268428372,
2025-12-14 01:54:09.433936022,
2025-12-14 01:56:09.599443671,
2025-12-14 01:58:09.764951321,
2025-12-14 02:00:09.930458970,
2025-12-14 02:02:10.095966620,
2025-12-14 02:04:10.261474269,
2025-12-14 02:06:10.426981919,
2025-12-14 02:08:10.592489568,
2025-12-14 02:10:10.757997218,
2025-12-14 02:12:10.923504867,
2025-12-14 02:14:11.089012517,
2025-12-14 02:16:11.254520166,
2025-12-14 02:18:11.420027816,
2025-12-14 02:20:11.585535465,
2025-12-14 02:22:11.751043115,
2025-12-14 02:24:11.916550764,
2025-12-14 02:26:12.082058414,
